characters名,aliases,count,proposed_status,reason
Xiaofan（小凡）,贾小凡,4,likely_valid_alias,全名，多处学校/家庭场景明确。；evidence_count=6；定位证据：file=E02.txt; line_id=173; start=00:08:28.24; end=00:08:30.60; text=贾小凡 || file=E25.txt; line_id=93; start=00:03:26.56; end=00:03:28.10; text=带贾小凡 || file=E25.txt; line_id=342; start=00:13:59.55; end=00:14:03.60; text=我呀 是找我们系一学生 贾小凡 || file=E25.txt; line_id=386; start=00:16:01.24; end=00:16:03.31; text=既然贾小凡图谋不轨 || file=E26.txt; line_id=329; start=00:12:22.45; end=00:12:25.04; text=贾小凡同志 这样吧 || file=E32.txt; line_id=306; start=00:13:21.67; end=00:13:23.68; text=贾小凡同学昨天上我们那儿去了
Xiaofan（小凡）,贾小凡同志,1,likely_valid_alias,全名+同志，E26 明确。；evidence_count=1；定位证据：file=E26.txt; line_id=329; start=00:12:22.45; end=00:12:25.04; text=贾小凡同志 这样吧
Xiaofan（小凡）,贾小凡同学,1,likely_valid_alias,全名+同学，E32 明确。；evidence_count=1；定位证据：file=E32.txt; line_id=306; start=00:13:21.67; end=00:13:23.68; text=贾小凡同学昨天上我们那儿去了
Xiaofan（小凡）,小凡姐,4,likely_valid_alias,姓名+姐，多集明确指小凡。；evidence_count=4；定位证据：file=E01.txt; line_id=286; start=00:11:53.15; end=00:11:55.62; text=还是叫小凡姐记好喽 || file=E15.txt; line_id=411; start=00:17:18.79; end=00:17:19.67; text=小凡姐 || file=E18.txt; line_id=312; start=00:13:06.79; end=00:13:08.68; text=小凡姐 你是不知道 || file=E25.txt; line_id=260; start=00:10:39.32; end=00:10:40.27; text=小凡姐
Xiaofan（小凡）,小凡妹妹,4,likely_valid_alias,姓名+妹妹，多集明确指小凡。；evidence_count=4；定位证据：file=E15.txt; line_id=110; start=00:04:33.25; end=00:04:35.16; text=回头小凡妹妹该吃醋了 || file=E34.txt; line_id=230; start=00:10:33.96; end=00:10:36.17; text=志新哥哥 你哪天问问小凡妹妹 || file=E34.txt; line_id=277; start=00:12:38.69; end=00:12:40.92; text=小凡妹妹 你快说吧 || file=E37.txt; line_id=273; start=00:10:40.86; end=00:10:42.68; text=小凡妹妹
Xiaofan（小凡）,小凡姑娘,2,likely_valid_alias,姓名+姑娘，E05 两处明确。；evidence_count=2；定位证据：file=E05.txt; line_id=142; start=00:06:31.15; end=00:06:34.34; text=那志新和小凡姑娘住哪儿啊 || file=E05.txt; line_id=149; start=00:06:47.60; end=00:06:49.21; text=小凡姑娘要是回来呢
Xiaozhang（小张）,小张,161,likely_valid_alias,标准称呼，大量稳定指向家中小张。；evidence_count=166；定位证据：file=E01.txt; line_id=5; start=00:00:25.28; end=00:00:25.91; text=小张 || file=E01.txt; line_id=250; start=00:10:17.26; end=00:10:18.73; text=小张 小张 你那是 || file=E01.txt; line_id=256; start=00:10:29.96; end=00:10:31.21; text=我说小张 || file=E01.txt; line_id=285; start=00:11:49.67; end=00:11:52.70; text=小张 你做一下记录 || file=E01.txt; line_id=357; start=00:14:41.89; end=00:14:43.66; text=至于小张嘛 || file=E01.txt; line_id=362; start=00:14:53.86; end=00:14:56.29; text=想不到小张阿姨早就背叛我们了 || file=E01.txt; line_id=516; start=00:21:39.70; end=00:21:41.25; text=来啦 小张 开门去 || file=E02.txt; line_id=37; start=00:02:08.06; end=00:02:08.63; text=除了小张 || file=E02.txt; line_id=38; start=00:02:08.77; end=00:02:11.33; text=小张跟亲闺女也差不多了 || file=E02.txt; line_id=92; start=00:04:24.97; end=00:04:26.84; text=然后在小张的领导下呢 || file=E03.txt; line_id=95; start=00:04:35.46; end=00:04:37.28; text=小张 小张 || file=E03.txt; line_id=108; start=00:05:03.80; end=00:05:05.93; text=小张 小张 快 || file=E03.txt; line_id=349; start=00:15:14.97; end=00:15:19.29; text=小张这个阶段成长得也很快嘛 || file=E04.txt; line_id=348; start=00:15:07.32; end=00:15:08.57; text=小张 沏茶 || file=E05.txt; line_id=256; start=00:12:46.77; end=00:12:49.95; text=麻烦小张姑娘再给我下点儿面条吧 || file=E05.txt; line_id=340; start=00:16:24.39; end=00:16:25.73; text=她还净说小张的坏话 || file=E05.txt; line_id=511; start=00:23:17.39; end=00:23:19.22; text=小张 圆圆 || file=E07.txt; line_id=360; start=00:16:41.91; end=00:16:44.87; text=小张 倒茶去 || file=E07.txt; line_id=389; start=00:18:04.16; end=00:18:06.96; text=我让小张做饭去 || file=E08.txt; line_id=3; start=00:00:20.11; end=00:00:23.35; text=最近这小张说话怎么酸不溜丢的 || file=E08.txt; line_id=8; start=00:00:34.60; end=00:00:36.49; text=我对小张儿的思想教育 || file=E08.txt; line_id=24; start=00:01:05.63; end=00:01:08.03; text=小张阿姨谈恋爱了 || file=E08.txt; line_id=26; start=00:01:11.67; end=00:01:15.78; text=虽然小张是在我的直接领导下 || file=E08.txt; line_id=46; start=00:02:01.10; end=00:02:03.79; text=这种事情出现在小张的身上 || file=E08.txt; line_id=53; start=00:02:14.73; end=00:02:16.91; text=小张 小张 || file=E08.txt; line_id=126; start=00:06:22.34; end=00:06:23.02; text=小张 || file=E08.txt; line_id=134; start=00:06:38.33; end=00:06:40.34; text=怎么了小张 怎么了 || file=E08.txt; line_id=201; start=00:09:27.59; end=00:09:30.69; text=小张 小张 || file=E08.txt; line_id=202; start=00:09:31.07; end=00:09:32.95; text=小张 || file=E08.txt; line_id=209; start=00:09:53.00; end=00:09:55.64; text=小张 你得想开点儿 || file=E08.txt; line_id=212; start=00:10:01.33; end=00:10:03.13; text=就是 像咱们小张 || file=E08.txt; line_id=255; start=00:11:38.65; end=00:11:40.59; text=小张 小张 小张 || file=E08.txt; line_id=263; start=00:11:54.57; end=00:11:56.35; text=小张 || file=E08.txt; line_id=274; start=00:12:17.06; end=00:12:18.95; text=小张 || file=E08.txt; line_id=276; start=00:12:40.95; end=00:12:42.90; text=小张 小张 谁来的信呐 || file=E08.txt; line_id=294; start=00:13:17.13; end=00:13:19.59; text=小张 小张 这你可不能去 || file=E08.txt; line_id=411; start=00:18:49.03; end=00:18:51.79; text=这个 小张这两天的情绪怎么样啊 || file=E08.txt; line_id=421; start=00:19:09.26; end=00:19:11.94; text=小刘问起过没有小张情况什么的呀 || file=E09.txt; line_id=3; start=00:00:14.13; end=00:00:15.30; text=咱们家的小张 || file=E09.txt; line_id=9; start=00:00:24.90; end=00:00:26.73; text=小张 小张 || file=E09.txt; line_id=10; start=00:00:26.87; end=00:00:30.59; text=小张上早市儿了 我来吧 || file=E09.txt; line_id=35; start=00:01:20.46; end=00:01:21.63; text=那就是小张 || file=E09.txt; line_id=37; start=00:01:23.05; end=00:01:24.33; text=小张毛病是不少 || file=E09.txt; line_id=224; start=00:08:40.31; end=00:08:41.71; text=小张 || file=E10.txt; line_id=25; start=00:01:05.56; end=00:01:07.58; text=看见小张放了一个大碗 || file=E10.txt; line_id=39; start=00:01:47.18; end=00:01:49.75; text=可以算是小张的发明嘛 || file=E10.txt; line_id=50; start=00:02:08.97; end=00:02:11.72; text=妈 小张阿姨 我用的这碗 || file=E10.txt; line_id=205; start=00:08:56.20; end=00:08:56.84; text=小张 || file=E10.txt; line_id=241; start=00:10:36.08; end=00:10:39.09; text=主要是在小张的错误做法 || file=E10.txt; line_id=388; start=00:16:49.05; end=00:16:52.06; text=小张可以把饭送到客厅来嘛 || file=E11.txt; line_id=218; start=00:09:24.06; end=00:09:25.98; text=还有给小张 圆圆 || file=E11.txt; line_id=448; start=00:19:08.36; end=00:19:09.30; text=那什么 小张 || file=E15.txt; line_id=249; start=00:09:42.57; end=00:09:44.24; text=愣从小张那骗出一块二 || file=E15.txt; line_id=251; start=00:09:46.27; end=00:09:47.27; text=现在小张跟老爷子那儿 || file=E15.txt; line_id=362; start=00:14:56.80; end=00:15:01.05; text=还有圆圆小张的意见也不能忽视 || file=E15.txt; line_id=405; start=00:17:02.00; end=00:17:05.39; text=小张啊 你应该有现代意识 || file=E15.txt; line_id=540; start=00:22:57.48; end=00:23:00.92; text=小张啊 那我也给你 || file=E16.txt; line_id=478; start=00:19:06.20; end=00:19:07.87; text=告诉小张 || file=E17.txt; line_id=164; start=00:06:14.62; end=00:06:15.99; text=我应该早早吩咐小张 || file=E18.txt; line_id=301; start=00:12:27.38; end=00:12:31.03; text=大爷 你跟小张说包小白菜馅的 || file=E18.txt; line_id=323; start=00:13:29.08; end=00:13:31.12; text=偷看小张洗澡 || file=E19.txt; line_id=189; start=00:09:00.87; end=00:09:03.47; text=小张准备炖红烧肉用的 || file=E20.txt; line_id=60; start=00:03:24.88; end=00:03:26.32; text=小张阿姨 || file=E20.txt; line_id=185; start=00:08:50.65; end=00:08:52.19; text=小张啊 || file=E21.txt; line_id=277; start=00:12:17.44; end=00:12:19.35; text=怎么着 圆圆跟小张出去了 || file=E21.txt; line_id=278; start=00:12:19.46; end=00:12:20.30; text=小张去买菜 || file=E22.txt; line_id=134; start=00:06:30.81; end=00:06:33.13; text=你和小张马上准备午饭 || file=E23.txt; line_id=45; start=00:01:53.78; end=00:01:54.74; text=小张阿姨 || file=E23.txt; line_id=53; start=00:02:14.50; end=00:02:15.50; text=小张阿姨 || file=E23.txt; line_id=63; start=00:02:42.42; end=00:02:43.88; text=小张啊 || file=E24.txt; line_id=260; start=00:11:31.67; end=00:11:34.42; text=我知道了以后特地让我们家小张 || file=E24.txt; line_id=324; start=00:14:39.51; end=00:14:40.22; text=小张 出大事儿了 || file=E25.txt; line_id=79; start=00:02:53.37; end=00:02:54.49; text=小张跟小刘那事儿 || file=E25.txt; line_id=171; start=00:06:58.75; end=00:06:59.66; text=小张 小张 || file=E25.txt; line_id=175; start=00:07:06.33; end=00:07:09.09; text=小张阿姨 你算什么第三者 || file=E25.txt; line_id=259; start=00:10:35.95; end=00:10:39.18; text=小张 你也参加了 || file=E29.txt; line_id=2; start=00:00:03.59; end=00:00:04.65; text=小张 || file=E29.txt; line_id=226; start=00:09:28.71; end=00:09:31.28; text=小张 小张 || file=E29.txt; line_id=256; start=00:10:48.13; end=00:10:50.34; text=小张阿姨好 你们大家好 || file=E29.txt; line_id=274; start=00:11:56.79; end=00:11:59.14; text=跟小张睡觉呢 || file=E30.txt; line_id=283; start=00:14:06.42; end=00:14:08.18; text=小张 || file=E30.txt; line_id=329; start=00:16:21.73; end=00:16:23.03; text=说说吧小张 || file=E30.txt; line_id=350; start=00:17:17.89; end=00:17:20.01; text=咱们家有小张啊 || file=E30.txt; line_id=351; start=00:17:20.16; end=00:17:21.97; text=不过你要把小张辞了呢 || file=E30.txt; line_id=409; start=00:20:02.13; end=00:20:05.61; text=这个 志国和小张怎么还没有回来呀 || file=E30.txt; line_id=437; start=00:21:29.15; end=00:21:31.66; text=我跟小张一块儿卖了一天的包子 || file=E31.txt; line_id=19; start=00:00:44.46; end=00:00:45.89; text=小张 || file=E31.txt; line_id=96; start=00:03:39.16; end=00:03:40.15; text=小张 || file=E34.txt; line_id=23; start=00:00:58.50; end=00:00:59.77; text=小张啊 || file=E35.txt; line_id=194; start=00:07:40.02; end=00:07:43.32; text=让小张去买点儿排骨红烧了 || file=E35.txt; line_id=204; start=00:08:10.71; end=00:08:13.73; text=那你明天自己跟爸爸小张说不行吗 || file=E35.txt; line_id=216; start=00:08:41.38; end=00:08:44.40; text=你爸跟小张的事儿就往后排排 || file=E35.txt; line_id=221; start=00:08:58.11; end=00:08:59.97; text=我已经跟小张说了 || file=E35.txt; line_id=228; start=00:09:15.26; end=00:09:18.99; text=光是小张这个大手大脚的作风 || file=E35.txt; line_id=475; start=00:19:46.02; end=00:19:48.96; text=让小张早点儿把饭做好 || file=E36.txt; line_id=90; start=00:04:58.30; end=00:05:00.53; text=小张 送客 || file=E36.txt; line_id=248; start=00:11:10.83; end=00:11:11.95; text=小张 小张 || file=E36.txt; line_id=385; start=00:16:57.99; end=00:16:58.81; text=小张 || file=E36.txt; line_id=396; start=00:17:21.67; end=00:17:23.60; text=小张一个保姆 || file=E36.txt; line_id=450; start=00:19:47.37; end=00:19:50.28; text=有圆圆的零花 还有小张的工资 || file=E37.txt; line_id=203; start=00:08:02.03; end=00:08:04.13; text=我还混得不如小张呢我 || file=E37.txt; line_id=204; start=00:08:04.29; end=00:08:06.28; text=小张好歹每个月还挣工资 || file=E37.txt; line_id=314; start=00:12:21.82; end=00:12:23.09; text=小张阿姨 别生气啊 || file=E38.txt; line_id=77; start=00:03:50.66; end=00:03:51.69; text=小张 快快快 || file=E38.txt; line_id=293; start=00:11:34.63; end=00:11:36.66; text=走吧小张 || file=E39.txt; line_id=1; start=00:00:04.00; end=00:00:06.63; text=歇会儿吧 小张 || file=E39.txt; line_id=75; start=00:03:44.96; end=00:03:47.34; text=你看看你们家这个小张 || file=E39.txt; line_id=89; start=00:04:19.44; end=00:04:21.33; text=我们走的时候小张还好好的呢 || file=E39.txt; line_id=92; start=00:04:27.60; end=00:04:31.01; text=小张这个病啊 怕是没救啦 || file=E39.txt; line_id=112; start=00:05:14.64; end=00:05:15.99; text=这样吧 小张 || file=E39.txt; line_id=118; start=00:05:25.71; end=00:05:27.74; text=别介 我们这儿还能照顾小张 || file=E39.txt; line_id=134; start=00:06:09.93; end=00:06:11.80; text=小张生了病 || file=E39.txt; line_id=136; start=00:06:16.27; end=00:06:20.00; text=人家小张一个四川人在北京 || file=E39.txt; line_id=140; start=00:06:29.28; end=00:06:31.91; text=一定要把小张给照顾好 || file=E39.txt; line_id=146; start=00:06:46.78; end=00:06:48.90; text=你明天就带小张去看病 || file=E39.txt; line_id=148; start=00:06:51.21; end=00:06:53.82; text=小张这病 我插队时候也得过 || file=E39.txt; line_id=155; start=00:07:08.68; end=00:07:09.86; text=比小张强多了 || file=E39.txt; line_id=166; start=00:07:28.63; end=00:07:32.27; text=大家都要把小张的工作分担一些 || file=E39.txt; line_id=176; start=00:07:51.97; end=00:07:55.22; text=这小张腰疼又不是我弄的 || file=E39.txt; line_id=193; start=00:08:36.97; end=00:08:38.45; text=让你陪小张阿姨吃饭 || file=E39.txt; line_id=239; start=00:10:20.98; end=00:10:25.11; text=就是要加强对小张的护理工作 || file=E39.txt; line_id=245; start=00:10:42.05; end=00:10:45.79; text=要派专人伺候小张同志 || file=E39.txt; line_id=256; start=00:11:06.31; end=00:11:08.02; text=人家小张怎么伺候你来着 || file=E39.txt; line_id=270; start=00:11:35.33; end=00:11:37.69; text=小张偏偏又是个女的 || file=E39.txt; line_id=295; start=00:12:27.77; end=00:12:30.84; text=平常小张一人是怎么干下来的 || file=E39.txt; line_id=297; start=00:12:34.12; end=00:12:35.08; text=小张 || file=E39.txt; line_id=316; start=00:13:18.45; end=00:13:20.46; text=小张啊 这样吧 || file=E39.txt; line_id=361; start=00:15:13.40; end=00:15:14.83; text=小张 好点儿了吧 || file=E39.txt; line_id=379; start=00:15:57.66; end=00:15:59.90; text=我们小张就不嫌费事 || file=E39.txt; line_id=381; start=00:16:01.32; end=00:16:02.83; text=我们小张就不怕麻烦啦 || file=E39.txt; line_id=415; start=00:17:02.57; end=00:17:04.22; text=小张 我的妈唉 || file=E39.txt; line_id=451; start=00:18:16.57; end=00:18:18.29; text=不是 小张姑奶奶您别生气啊 || file=E39.txt; line_id=487; start=00:20:00.38; end=00:20:01.51; text=小张 小张 || file=E39.txt; line_id=489; start=00:20:03.64; end=00:20:05.96; text=我们家小张都是你给教坏的 || file=E39.txt; line_id=498; start=00:20:26.95; end=00:20:28.17; text=小张 我们不在这儿做了 || file=E40.txt; line_id=21; start=00:01:15.76; end=00:01:18.27; text=小张还有点儿文采嘛 || file=E40.txt; line_id=34; start=00:01:49.69; end=00:01:52.66; text=我已经让小张抄写了二十份 || file=E40.txt; line_id=41; start=00:02:05.83; end=00:02:07.44; text=小张还很年轻 || file=E40.txt; line_id=65; start=00:02:58.12; end=00:03:00.71; text=小张 出来 || file=E40.txt; line_id=67; start=00:03:10.51; end=00:03:11.81; text=小张 小张 || file=E40.txt; line_id=78; start=00:03:34.74; end=00:03:36.39; text=小张 || file=E40.txt; line_id=89; start=00:03:56.92; end=00:03:57.83; text=小张 || file=E40.txt; line_id=92; start=00:04:00.85; end=00:04:02.06; text=小张 小张 || file=E40.txt; line_id=97; start=00:04:23.43; end=00:04:24.58; text=小张 || file=E40.txt; line_id=99; start=00:04:26.00; end=00:04:28.13; text=小张 给我把拖鞋找出来 || file=E40.txt; line_id=100; start=00:04:28.25; end=00:04:30.29; text=小张 最好给我倒杯水 || file=E40.txt; line_id=149; start=00:06:23.76; end=00:06:25.37; text=小张同志啊 || file=E40.txt; line_id=152; start=00:06:29.95; end=00:06:32.19; text=小张 咱们大家有事好说好商量嘛 || file=E40.txt; line_id=162; start=00:06:47.78; end=00:06:50.28; text=赶紧圆圆 陪小张阿姨回去睡觉去 || file=E40.txt; line_id=166; start=00:06:59.25; end=00:07:01.95; text=小张阿姨要走 我也和她一块儿走 || file=E40.txt; line_id=169; start=00:07:09.88; end=00:07:11.57; text=和小张阿姨一起 || file=E40.txt; line_id=177; start=00:07:27.71; end=00:07:28.81; text=去 赶紧陪小张休息去 || file=E40.txt; line_id=182; start=00:07:52.57; end=00:07:56.64; text=小张也是人才难得呀 || file=E40.txt; line_id=208; start=00:08:55.50; end=00:08:57.79; text=小张同志啊 || file=E40.txt; line_id=239; start=00:10:33.84; end=00:10:35.37; text=小张 || file=E40.txt; line_id=244; start=00:10:43.60; end=00:10:44.87; text=这个 小张啊 || file=E40.txt; line_id=272; start=00:11:46.43; end=00:11:48.00; text=小张啊 || file=E40.txt; line_id=304; start=00:13:25.02; end=00:13:26.74; text=小张 || file=E40.txt; line_id=342; start=00:15:23.82; end=00:15:25.44; text=走吧 小张 || file=E40.txt; line_id=400; start=00:18:02.68; end=00:18:03.74; text=小张阿姨 || file=E40.txt; line_id=415; start=00:18:43.89; end=00:18:45.78; text=小张 || file=E40.txt; line_id=416; start=00:18:46.21; end=00:18:49.11; text=小张 你真的要走啦 || file=E40.txt; line_id=421; start=00:19:00.69; end=00:19:02.81; text=小张就跟我亲妹妹一样 || file=E40.txt; line_id=426; start=00:19:11.08; end=00:19:11.72; text=小张 || file=E40.txt; line_id=430; start=00:19:16.62; end=00:19:18.65; text=小张阿姨 我也送你 || file=E40.txt; line_id=440; start=00:19:51.38; end=00:19:53.07; text=圆圆把小张给留下来了
Xiaozhang（小张）,张凤姑,5,likely_valid_alias,E08 小张在恋爱场景中明确自报“我叫张凤姑”，E23/E40 再次出现该全名。；evidence_count=4；定位证据：file=E08.txt; line_id=83; start=00:04:08.38; end=00:04:10.42; text=我叫张凤姑 || file=E23.txt; line_id=78; start=00:03:39.46; end=00:03:42.87; text=张凤姑 张凤姑 || file=E40.txt; line_id=31; start=00:01:40.79; end=00:01:45.17; text=张凤姑口述 贾圆圆整理 || file=E40.txt; line_id=64; start=00:02:55.83; end=00:02:57.99; text=有请张凤姑
Xiaozhang（小张）,凤姑,5,likely_valid_alias,E08 自报全名后立即简称“凤姑”，E23/E24 延续使用。；evidence_count=14；定位证据：file=E08.txt; line_id=83; start=00:04:08.38; end=00:04:10.42; text=我叫张凤姑 || file=E08.txt; line_id=84; start=00:04:10.57; end=00:04:11.86; text=凤姑 || file=E08.txt; line_id=89; start=00:04:21.60; end=00:04:23.44; text=凤姑 || file=E23.txt; line_id=77; start=00:03:35.33; end=00:03:39.30; text=凤姑 凤姑 || file=E23.txt; line_id=78; start=00:03:39.46; end=00:03:42.87; text=张凤姑 张凤姑 || file=E23.txt; line_id=80; start=00:04:03.17; end=00:04:06.12; text=许是我凤姑妹妹出去买菜去了 || file=E23.txt; line_id=83; start=00:04:13.36; end=00:04:18.68; text=我就知道你跟你那凤姑妹子不是外人 || file=E23.txt; line_id=102; start=00:05:27.95; end=00:05:29.68; text=我看我凤姑妹妹 || file=E23.txt; line_id=114; start=00:06:11.72; end=00:06:14.48; text=等我凤姑妹妹回来以后 || file=E24.txt; line_id=330; start=00:15:12.34; end=00:15:13.12; text=凤姑妹妹 || file=E24.txt; line_id=346; start=00:15:59.85; end=00:16:01.74; text=凤姑 你可不该动那心思 || file=E40.txt; line_id=31; start=00:01:40.79; end=00:01:45.17; text=张凤姑口述 贾圆圆整理 || file=E40.txt; line_id=64; start=00:02:55.83; end=00:02:57.99; text=有请张凤姑 || file=E40.txt; line_id=422; start=00:19:02.95; end=00:19:05.29; text=凤姑妹妹 今儿你哥哥我送你
Xiaozhang（小张）,凤姑妹妹,5,likely_valid_alias,E23/E24/E40 对张凤姑的稳定亲昵称呼。；evidence_count=5；定位证据：file=E23.txt; line_id=80; start=00:04:03.17; end=00:04:06.12; text=许是我凤姑妹妹出去买菜去了 || file=E23.txt; line_id=102; start=00:05:27.95; end=00:05:29.68; text=我看我凤姑妹妹 || file=E23.txt; line_id=114; start=00:06:11.72; end=00:06:14.48; text=等我凤姑妹妹回来以后 || file=E24.txt; line_id=330; start=00:15:12.34; end=00:15:13.12; text=凤姑妹妹 || file=E40.txt; line_id=422; start=00:19:02.95; end=00:19:05.29; text=凤姑妹妹 今儿你哥哥我送你
Xiaozhang（小张）,凤姑妹子,1,likely_valid_alias,E23 一次性变体，连续上下文明确指张凤姑。；evidence_count=1；定位证据：file=E23.txt; line_id=83; start=00:04:13.36; end=00:04:18.68; text=我就知道你跟你那凤姑妹子不是外人
Xiaozhang（小张）,小张阿姨,15,likely_valid_alias,多集稳定指向小张。；evidence_count=15；定位证据：file=E01.txt; line_id=362; start=00:14:53.86; end=00:14:56.29; text=想不到小张阿姨早就背叛我们了 || file=E08.txt; line_id=24; start=00:01:05.63; end=00:01:08.03; text=小张阿姨谈恋爱了 || file=E10.txt; line_id=50; start=00:02:08.97; end=00:02:11.72; text=妈 小张阿姨 我用的这碗 || file=E20.txt; line_id=60; start=00:03:24.88; end=00:03:26.32; text=小张阿姨 || file=E23.txt; line_id=45; start=00:01:53.78; end=00:01:54.74; text=小张阿姨 || file=E23.txt; line_id=53; start=00:02:14.50; end=00:02:15.50; text=小张阿姨 || file=E25.txt; line_id=175; start=00:07:06.33; end=00:07:09.09; text=小张阿姨 你算什么第三者 || file=E29.txt; line_id=256; start=00:10:48.13; end=00:10:50.34; text=小张阿姨好 你们大家好 || file=E37.txt; line_id=314; start=00:12:21.82; end=00:12:23.09; text=小张阿姨 别生气啊 || file=E39.txt; line_id=193; start=00:08:36.97; end=00:08:38.45; text=让你陪小张阿姨吃饭 || file=E40.txt; line_id=162; start=00:06:47.78; end=00:06:50.28; text=赶紧圆圆 陪小张阿姨回去睡觉去 || file=E40.txt; line_id=166; start=00:06:59.25; end=00:07:01.95; text=小张阿姨要走 我也和她一块儿走 || file=E40.txt; line_id=169; start=00:07:09.88; end=00:07:11.57; text=和小张阿姨一起 || file=E40.txt; line_id=400; start=00:18:02.68; end=00:18:03.74; text=小张阿姨 || file=E40.txt; line_id=430; start=00:19:16.62; end=00:19:18.65; text=小张阿姨 我也送你
Xiaozhang（小张）,小张姑娘,1,likely_valid_alias,E05 的“姓名+姑娘”称呼，指向明确。；evidence_count=1；定位证据：file=E05.txt; line_id=256; start=00:12:46.77; end=00:12:49.95; text=麻烦小张姑娘再给我下点儿面条吧
Xiaozhang（小张）,小张同志,3,likely_valid_alias,E39/E40 的“姓名+同志”称呼，指向明确。；evidence_count=3；定位证据：file=E39.txt; line_id=245; start=00:10:42.05; end=00:10:45.79; text=要派专人伺候小张同志 || file=E40.txt; line_id=149; start=00:06:23.76; end=00:06:25.37; text=小张同志啊 || file=E40.txt; line_id=208; start=00:08:55.50; end=00:08:57.79; text=小张同志啊
Xiaozhang（小张）,小张儿,1,likely_valid_alias,E08 的儿化亲昵变体，明确指向小张。；evidence_count=1；定位证据：file=E08.txt; line_id=8; start=00:00:34.60; end=00:00:36.49; text=我对小张儿的思想教育
Xiaozhang（小张）,张小姐,1,likely_valid_alias,E40 紧邻小张离家剧情的直接称呼，指向明确。；evidence_count=1；定位证据：file=E40.txt; line_id=306; start=00:13:32.90; end=00:13:34.71; text=张小姐
Xiaozhang（小张）,张姑奶奶,3,likely_valid_alias,E39 戏谑/讨好式称呼，多次直接指向小张。；evidence_count=4；定位证据：file=E39.txt; line_id=359; start=00:15:09.75; end=00:15:11.57; text=张姑奶奶 || file=E39.txt; line_id=383; start=00:16:04.88; end=00:16:05.60; text=张姑奶奶 || file=E39.txt; line_id=451; start=00:18:16.57; end=00:18:18.29; text=不是 小张姑奶奶您别生气啊 || file=E39.txt; line_id=503; start=00:20:34.64; end=00:20:36.86; text=得 谢谢张姑奶奶
Xiaozhang（小张）,小张姑奶奶,1,likely_valid_alias,E39 “小张+姑奶奶”的一次性扩展称呼，指向明确。；evidence_count=1；定位证据：file=E39.txt; line_id=451; start=00:18:16.57; end=00:18:18.29; text=不是 小张姑奶奶您别生气啊
